state,Year,Quater,categories,type,count,amount
karnataka,2021,Q2,Merchant payments,TOTAL,244460862,124624417935.05894
karnataka,2021,Q2,Peer-to-peer payments,TOTAL,216539959,684035748184.4377
karnataka,2021,Q2,Recharge & bill payments,TOTAL,68599238,28272314719.07621
karnataka,2021,Q2,Financial Services,TOTAL,304779,456933673.9871358
karnataka,2021,Q2,Others,TOTAL,744208,497736717.48932767
karnataka,2021,Q3,Merchant payments,TOTAL,391381353,190563423840.34485
karnataka,2021,Q3,Peer-to-peer payments,TOTAL,288462867,908138627418.7012
karnataka,2021,Q3,Recharge & bill payments,TOTAL,72168311,33386709060.80711
karnataka,2021,Q3,Financial Services,TOTAL,286685,508051800.8625039
karnataka,2021,Q3,Others,TOTAL,997323,637927036.8737218
karnataka,2021,Q4,Merchant payments,TOTAL,503210623,243754536471.1106
karnataka,2021,Q4,Peer-to-peer payments,TOTAL,350032663,1090951587881.044
karnataka,2021,Q4,Recharge & bill payments,TOTAL,76826701,39294350717.40592
karnataka,2021,Q4,Financial Services,TOTAL,365769,574240588.1883193
karnataka,2021,Q4,Others,TOTAL,1289682,896608692.1244912
karnataka,2022,Q1,Merchant payments,TOTAL,588543313,278109650949.8691
karnataka,2022,Q1,Peer-to-peer payments,TOTAL,389491586,1243199329198.8584
karnataka,2022,Q1,Recharge & bill payments,TOTAL,78206453,43891305256.63388
karnataka,2022,Q1,Financial Services,TOTAL,384922,624857963.437548
karnataka,2022,Q1,Others,TOTAL,1229133,824344937.0828401
karnataka,2022,Q2,Merchant payments,TOTAL,735295388,358016289601.7625
karnataka,2022,Q2,Peer-to-peer payments,TOTAL,449723751,1457330278795.186
karnataka,2022,Q2,Recharge & bill payments,TOTAL,91137091,50583781089.16758
karnataka,2022,Q2,Financial Services,TOTAL,351688,545330283.2377212
karnataka,2022,Q2,Others,TOTAL,941042,670434289.8797817
karnataka,2022,Q3,Merchant payments,TOTAL,704609552,333606445776.6083
karnataka,2022,Q3,Peer-to-peer payments,TOTAL,404084880,1282604186671.1765
karnataka,2022,Q3,Recharge & bill payments,TOTAL,79979546,48539011844.07969
karnataka,2022,Q3,Financial Services,TOTAL,361312,558132533.414458
karnataka,2022,Q3,Others,TOTAL,726038,610455785.7449958
karnataka,2022,Q4,Merchant payments,TOTAL,830157371,380643835280.2336
karnataka,2022,Q4,Peer-to-peer payments,TOTAL,460041715,1468087523889.2769
karnataka,2022,Q4,Recharge & bill payments,TOTAL,87517348,54445900607.2116
karnataka,2022,Q4,Financial Services,TOTAL,426795,650217624.1227758
karnataka,2022,Q4,Others,TOTAL,767142,689145506.798728
karnataka,2023,Q1,Merchant payments,TOTAL,1130908170,476183911608.0
karnataka,2023,Q1,Peer-to-peer payments,TOTAL,596731227,1908849346648.0
karnataka,2023,Q1,Recharge & bill payments,TOTAL,115567496,83516906348.0
karnataka,2023,Q1,Financial Services,TOTAL,541652,829191703.0
karnataka,2023,Q1,Others,TOTAL,948644,847870010.0
karnataka,2023,Q2,Merchant payments,TOTAL,1282439025,553947152559.0
karnataka,2023,Q2,Peer-to-peer payments,TOTAL,655334370,2131661599812.0
karnataka,2023,Q2,Recharge & bill payments,TOTAL,128708109,90352839418.0
karnataka,2023,Q2,Financial Services,TOTAL,564180,870214613.0
karnataka,2023,Q2,Others,TOTAL,821842,767292428.0
kerala,2018,Q1,Recharge & bill payments,TOTAL,988774,157311821.37585658
kerala,2018,Q1,Peer-to-peer payments,TOTAL,600205,2107288314.3025224
kerala,2018,Q1,Merchant payments,TOTAL,72164,82919383.04571173
kerala,2018,Q1,Financial Services,TOTAL,40170,7957491.901965583
kerala,2018,Q1,Others,TOTAL,70067,47197742.47444939
kerala,2018,Q2,Recharge & bill payments,TOTAL,1230869,248080143.257024
kerala,2018,Q2,Peer-to-peer payments,TOTAL,848291,3436199589.077317
kerala,2018,Q2,Merchant payments,TOTAL,131217,144501582.04666698
kerala,2018,Q2,Financial Services,TOTAL,41100,12355589.34361695
kerala,2018,Q2,Others,TOTAL,56688,45786439.71799916
kerala,2018,Q3,Peer-to-peer payments,TOTAL,1425259,4823239268.279744
kerala,2018,Q3,Recharge & bill payments,TOTAL,1407588,296352497.34099543
kerala,2018,Q3,Merchant payments,TOTAL,210974,160705488.6023575
kerala,2018,Q3,Financial Services,TOTAL,37286,6170643.387882499
kerala,2018,Q3,Others,TOTAL,53241,36557326.26447625
kerala,2018,Q4,Peer-to-peer payments,TOTAL,2073960,6959805154.570259
kerala,2018,Q4,Recharge & bill payments,TOTAL,1679897,351296525.29857576
kerala,2018,Q4,Merchant payments,TOTAL,417114,378857199.6490426
kerala,2018,Q4,Financial Services,TOTAL,75084,10063656.726067666
kerala,2018,Q4,Others,TOTAL,64599,47338700.56846385
kerala,2019,Q1,Peer-to-peer payments,TOTAL,3601116,9314451112.085836
kerala,2019,Q1,Recharge & bill payments,TOTAL,2180915,498453895.947243
kerala,2019,Q1,Merchant payments,TOTAL,550707,371997848.2006639
kerala,2019,Q1,Financial Services,TOTAL,77652,7808573.898364296
kerala,2019,Q1,Others,TOTAL,58649,42319704.717572376
kerala,2019,Q2,Peer-to-peer payments,TOTAL,3519528,11630623424.131498
kerala,2019,Q2,Recharge & bill payments,TOTAL,2711299,768892057.7982787
kerala,2019,Q2,Merchant payments,TOTAL,937130,569545842.9998999
kerala,2019,Q2,Financial Services,TOTAL,38869,5823291.622642939
kerala,2019,Q2,Others,TOTAL,77000,56486944.633225575
kerala,2019,Q3,Peer-to-peer payments,TOTAL,4181954,14433990011.32079
kerala,2019,Q3,Recharge & bill payments,TOTAL,3431236,1051007778.312958
kerala,2019,Q3,Merchant payments,TOTAL,1497029,879510566.1106174
kerala,2019,Q3,Financial Services,TOTAL,96130,8910528.723410578
kerala,2019,Q3,Others,TOTAL,79747,56390837.59670959
kerala,2019,Q4,Peer-to-peer payments,TOTAL,5859068,18537483865.44591
kerala,2019,Q4,Recharge & bill payments,TOTAL,4097032,1287955351.6647906
kerala,2019,Q4,Merchant payments,TOTAL,2418428,1268704040.100692
kerala,2019,Q4,Financial Services,TOTAL,50728,10816332.760911915
kerala,2019,Q4,Others,TOTAL,73381,46367047.83244334
kerala,2020,Q1,Peer-to-peer payments,TOTAL,6634439,22862907701.60516
kerala,2020,Q1,Recharge & bill payments,TOTAL,5507580,1716538277.3696735
kerala,2020,Q1,Merchant payments,TOTAL,3485036,1810329140.1843731
kerala,2020,Q1,Financial Services,TOTAL,38050,17160614.593254916
kerala,2020,Q1,Others,TOTAL,68417,44149097.18179157
kerala,2020,Q2,Recharge & bill payments,TOTAL,7709714,2452435028.924937
kerala,2020,Q2,Peer-to-peer payments,TOTAL,5603046,21309983654.739
kerala,2020,Q2,Merchant payments,TOTAL,2888260,2075701451.36276
kerala,2020,Q2,Financial Services,TOTAL,40501,32921115.845954426
kerala,2020,Q2,Others,TOTAL,46446,23037227.72754424
kerala,2020,Q3,Peer-to-peer payments,TOTAL,8590587,33346812213.79868
kerala,2020,Q3,Recharge & bill payments,TOTAL,7932950,2688361345.204546
kerala,2020,Q3,Merchant payments,TOTAL,5065205,4016995193.6035366
kerala,2020,Q3,Financial Services,TOTAL,94130,76828720.82445312
kerala,2020,Q3,Others,TOTAL,75808,35153178.52298187
kerala,2020,Q4,Peer-to-peer payments,TOTAL,12941135,45686395927.74489
kerala,2020,Q4,Merchant payments,TOTAL,10990709,7695667406.723909
kerala,2020,Q4,Recharge & bill payments,TOTAL,9167428,3238199947.525463
kerala,2020,Q4,Financial Services,TOTAL,73833,69202344.44095232
kerala,2020,Q4,Others,TOTAL,115082,65791020.57617174
kerala,2021,Q1,Peer-to-peer payments,TOTAL,16209203,55336812492.74641
kerala,2021,Q1,Merchant payments,TOTAL,16105923,10058436408.18426
kerala,2021,Q1,Recharge & bill payments,TOTAL,9837385,3732534739.0436296
kerala,2021,Q1,Financial Services,TOTAL,68012,69655547.76092248
kerala,2021,Q1,Others,TOTAL,95819,63530974.15939384
kerala,2021,Q2,Peer-to-peer payments,TOTAL,17026648,58152644526.04467
kerala,2021,Q2,Merchant payments,TOTAL,16135060,11263178335.980885
kerala,2021,Q2,Recharge & bill payments,TOTAL,13809151,4645548909.798975
kerala,2021,Q2,Financial Services,TOTAL,88830,88370679.95309764
kerala,2021,Q2,Others,TOTAL,131344,77063984.37888283
kerala,2021,Q3,Merchant payments,TOTAL,25402350,17877677018.10737
kerala,2021,Q3,Peer-to-peer payments,TOTAL,23378091,78598482305.73877
kerala,2021,Q3,Recharge & bill payments,TOTAL,13979407,5008396079.412957
kerala,2021,Q3,Financial Services,TOTAL,85730,101460242.2623948
kerala,2021,Q3,Others,TOTAL,182688,100146127.60812962
kerala,2021,Q4,Merchant payments,TOTAL,38574904,24589454633.018272
kerala,2021,Q4,Peer-to-peer payments,TOTAL,29075528,92774490034.55844
kerala,2021,Q4,Recharge & bill payments,TOTAL,13781815,5689390023.204552
kerala,2021,Q4,Financial Services,TOTAL,108232,128238698.74055986
kerala,2021,Q4,Others,TOTAL,283262,160563553.84187678
kerala,2022,Q1,Merchant payments,TOTAL,47778743,28685388646.415367
kerala,2022,Q1,Peer-to-peer payments,TOTAL,33089518,104623270223.31714
kerala,2022,Q1,Recharge & bill payments,TOTAL,14042317,6373570715.969071
kerala,2022,Q1,Financial Services,TOTAL,134370,158926455.91425735
kerala,2022,Q1,Others,TOTAL,236017,147786423.0782508
kerala,2022,Q2,Merchant payments,TOTAL,55730158,34395023155.77253
kerala,2022,Q2,Peer-to-peer payments,TOTAL,35630060,112813716119.4625
kerala,2022,Q2,Recharge & bill payments,TOTAL,14701207,7230489227.091859
kerala,2022,Q2,Financial Services,TOTAL,110336,133436809.9132271
kerala,2022,Q2,Others,TOTAL,193561,123664236.88435228
kerala,2022,Q3,Merchant payments,TOTAL,64984061,37852759989.759125
kerala,2022,Q3,Peer-to-peer payments,TOTAL,38774832,116414003145.11606
kerala,2022,Q3,Recharge & bill payments,TOTAL,15289755,7709237374.351864
kerala,2022,Q3,Financial Services,TOTAL,146673,162861560.07391134
kerala,2022,Q3,Others,TOTAL,167583,121557246.12854593
kerala,2022,Q4,Merchant payments,TOTAL,74647115,40607857085.646095
kerala,2022,Q4,Peer-to-peer payments,TOTAL,42471676,124564727703.6056
kerala,2022,Q4,Recharge & bill payments,TOTAL,15520670,8075692517.275558
kerala,2022,Q4,Financial Services,TOTAL,164334,191307058.1462068
kerala,2022,Q4,Others,TOTAL,156673,120224235.03622033
kerala,2023,Q1,Merchant payments,TOTAL,84583249,44370168231.0
kerala,2023,Q1,Peer-to-peer payments,TOTAL,46080274,138477919269.0
kerala,2023,Q1,Recharge & bill payments,TOTAL,16629085,10446589963.0
kerala,2023,Q1,Financial Services,TOTAL,160843,201389795.0
kerala,2023,Q1,Others,TOTAL,168114,141022419.0
kerala,2023,Q2,Merchant payments,TOTAL,90195971,49220348954.0
kerala,2023,Q2,Peer-to-peer payments,TOTAL,48068911,146558117198.0
kerala,2023,Q2,Recharge & bill payments,TOTAL,17613119,11702913951.0
kerala,2023,Q2,Financial Services,TOTAL,162540,193012060.0
kerala,2023,Q2,Others,TOTAL,130076,122278822.0
ladakh,2018,Q1,Recharge & bill payments,TOTAL,3550,927250.7143707818
ladakh,2018,Q1,Peer-to-peer payments,TOTAL,1752,10767803.999610368
ladakh,2018,Q1,Merchant payments,TOTAL,320,369327.6255524192
ladakh,2018,Q1,Financial Services,TOTAL,132,274283.17576680594
ladakh,2018,Q1,Others,TOTAL,335,194192.25581440225
ladakh,2018,Q2,Recharge & bill payments,TOTAL,8075,2417434.2729015187
ladakh,2018,Q2,Peer-to-peer payments,TOTAL,5667,42638443.11997231
ladakh,2018,Q2,Merchant payments,TOTAL,724,1761366.2964342083
ladakh,2018,Q2,Financial Services,TOTAL,151,127324.6279709443
ladakh,2018,Q2,Others,TOTAL,393,390334.220462498
ladakh,2018,Q3,Recharge & bill payments,TOTAL,13136,4676712.344045115
ladakh,2018,Q3,Peer-to-peer payments,TOTAL,10133,77085890.57395566
ladakh,2018,Q3,Merchant payments,TOTAL,1168,2016579.2506718007
ladakh,2018,Q3,Financial Services,TOTAL,84,69317.12287872119
ladakh,2018,Q3,Others,TOTAL,343,242477.8532947429
ladakh,2018,Q4,Recharge & bill payments,TOTAL,16650,5701932.895454288
ladakh,2018,Q4,Peer-to-peer payments,TOTAL,15939,123611779.5893042
ladakh,2018,Q4,Merchant payments,TOTAL,1881,5082666.820758243
ladakh,2018,Q4,Financial Services,TOTAL,142,94604.73391846984
ladakh,2018,Q4,Others,TOTAL,599,1031858.4532022324
ladakh,2019,Q1,Peer-to-peer payments,TOTAL,22076,139715922.1887053
ladakh,2019,Q1,Recharge & bill payments,TOTAL,20014,7186109.182288248
ladakh,2019,Q1,Merchant payments,TOTAL,3238,4967122.499940028
ladakh,2019,Q1,Financial Services,TOTAL,114,111851.02856430916
ladakh,2019,Q1,Others,TOTAL,703,878916.0496292994
ladakh,2019,Q2,Peer-to-peer payments,TOTAL,34202,240305709.92824295
ladakh,2019,Q2,Recharge & bill payments,TOTAL,25357,10116773.366134496
ladakh,2019,Q2,Merchant payments,TOTAL,8220,7726519.367758205
ladakh,2019,Q2,Financial Services,TOTAL,86,113767.09768193656
ladakh,2019,Q2,Others,TOTAL,907,992737.2376073576
ladakh,2019,Q3,Peer-to-peer payments,TOTAL,43198,303596367.67958534
ladakh,2019,Q3,Recharge & bill payments,TOTAL,41491,18054746.12144833
ladakh,2019,Q3,Merchant payments,TOTAL,6963,8096082.971229901
ladakh,2019,Q3,Financial Services,TOTAL,48,148633.29469977494
ladakh,2019,Q3,Others,TOTAL,696,1233697.1268589406
ladakh,2019,Q4,Peer-to-peer payments,TOTAL,42095,298044908.5075786
ladakh,2019,Q4,Recharge & bill payments,TOTAL,35467,16510212.100753112
ladakh,2019,Q4,Merchant payments,TOTAL,6522,8717893.899929387
ladakh,2019,Q4,Financial Services,TOTAL,46,162760.63254625077
ladakh,2019,Q4,Others,TOTAL,576,1253584.887304229
ladakh,2020,Q1,Peer-to-peer payments,TOTAL,51560,339551900.3873952
ladakh,2020,Q1,Recharge & bill payments,TOTAL,49801,23010664.72023286
ladakh,2020,Q1,Merchant payments,TOTAL,14264,13338124.27189282
ladakh,2020,Q1,Financial Services,TOTAL,204,583108.9455483773
ladakh,2020,Q1,Others,TOTAL,590,1155879.120674257
ladakh,2020,Q2,Recharge & bill payments,TOTAL,70601,32087339.266190995
ladakh,2020,Q2,Peer-to-peer payments,TOTAL,68450,470749365.0981605
ladakh,2020,Q2,Merchant payments,TOTAL,15132,19679330.186414924
ladakh,2020,Q2,Financial Services,TOTAL,337,786069.1630768818
ladakh,2020,Q2,Others,TOTAL,490,490894.93818109273
ladakh,2020,Q3,Peer-to-peer payments,TOTAL,108345,751333715.2896031
ladakh,2020,Q3,Recharge & bill payments,TOTAL,81623,40380074.55014179
ladakh,2020,Q3,Merchant payments,TOTAL,36861,40538778.75651745
ladakh,2020,Q3,Financial Services,TOTAL,621,2334917.7832646337
ladakh,2020,Q3,Others,TOTAL,772,900013.678666259
ladakh,2020,Q4,Peer-to-peer payments,TOTAL,151582,985814864.3429124
ladakh,2020,Q4,Recharge & bill payments,TOTAL,94133,44185250.8636451
ladakh,2020,Q4,Merchant payments,TOTAL,83868,77511378.30739444
ladakh,2020,Q4,Financial Services,TOTAL,729,1965054.5898611392
ladakh,2020,Q4,Others,TOTAL,1822,2486922.4041473325
ladakh,2021,Q1,Peer-to-peer payments,TOTAL,141894,869999786.1513934
ladakh,2021,Q1,Recharge & bill payments,TOTAL,72719,35459532.4121063
ladakh,2021,Q1,Merchant payments,TOTAL,58875,74977913.47237433
ladakh,2021,Q1,Financial Services,TOTAL,629,1455016.148284281
ladakh,2021,Q1,Others,TOTAL,1298,1527565.0627209258
ladakh,2021,Q2,Peer-to-peer payments,TOTAL,209818,1259044412.4358735
ladakh,2021,Q2,Recharge & bill payments,TOTAL,95458,44754721.82815341
ladakh,2021,Q2,Merchant payments,TOTAL,92078,119608470.0411553
ladakh,2021,Q2,Financial Services,TOTAL,755,1756762.1471181023
ladakh,2021,Q2,Others,TOTAL,1607,2094729.0180191216
ladakh,2021,Q3,Peer-to-peer payments,TOTAL,330919,1917311078.1287265
ladakh,2021,Q3,Merchant payments,TOTAL,135108,233260756.5088715
ladakh,2021,Q3,Recharge & bill payments,TOTAL,121856,58750081.8151172
ladakh,2021,Q3,Financial Services,TOTAL,900,1911625.5446910744
ladakh,2021,Q3,Others,TOTAL,2204,2751201.9371823343
ladakh,2021,Q4,Peer-to-peer payments,TOTAL,337120,1804428550.1884875
ladakh,2021,Q4,Merchant payments,TOTAL,169110,284786365.9296017
ladakh,2021,Q4,Recharge & bill payments,TOTAL,120607,58403893.47253243
ladakh,2021,Q4,Financial Services,TOTAL,912,3068708.947120995
ladakh,2021,Q4,Others,TOTAL,2438,2847620.2425241945
ladakh,2022,Q1,Peer-to-peer payments,TOTAL,343041,1685241980.664183
ladakh,2022,Q1,Merchant payments,TOTAL,167100,279354508.988595
ladakh,2022,Q1,Recharge & bill payments,TOTAL,116486,56203999.28920926
ladakh,2022,Q1,Financial Services,TOTAL,1247,2023327.6779848372
ladakh,2022,Q1,Others,TOTAL,2141,2217102.222236882
ladakh,2022,Q2,Peer-to-peer payments,TOTAL,608870,2941624382.277109
ladakh,2022,Q2,Merchant payments,TOTAL,346146,508439376.68091977
ladakh,2022,Q2,Recharge & bill payments,TOTAL,158996,88531677.99442025
ladakh,2022,Q2,Financial Services,TOTAL,1585,2487560.1853386
ladakh,2022,Q2,Others,TOTAL,2476,2235180.858482568
ladakh,2022,Q3,Peer-to-peer payments,TOTAL,659896,2955729492.4985514
ladakh,2022,Q3,Merchant payments,TOTAL,367022,551472983.879604
ladakh,2022,Q3,Recharge & bill payments,TOTAL,160269,94288872.34747364
ladakh,2022,Q3,Financial Services,TOTAL,1555,1815866.8961950848
ladakh,2022,Q3,Others,TOTAL,2116,1892134.752080473
ladakh,2022,Q4,Peer-to-peer payments,TOTAL,559259,2350047971.603546
ladakh,2022,Q4,Merchant payments,TOTAL,382456,462189599.28430265
ladakh,2022,Q4,Recharge & bill payments,TOTAL,138793,79767790.98577228
ladakh,2022,Q4,Financial Services,TOTAL,1248,1198715.2123450316
ladakh,2022,Q4,Others,TOTAL,1616,1273495.592982805
ladakh,2023,Q1,Peer-to-peer payments,TOTAL,796687,3112641857.0
ladakh,2023,Q1,Merchant payments,TOTAL,561734,601420766.0
ladakh,2023,Q1,Recharge & bill payments,TOTAL,204592,129440564.0
ladakh,2023,Q1,Financial Services,TOTAL,1610,3389191.0
ladakh,2023,Q1,Others,TOTAL,2623,2128920.0
ladakh,2023,Q2,Peer-to-peer payments,TOTAL,1479909,5891146705.0
ladakh,2023,Q2,Merchant payments,TOTAL,1121362,1074373616.0
ladakh,2023,Q2,Recharge & bill payments,TOTAL,337017,218229701.0
ladakh,2023,Q2,Financial Services,TOTAL,1885,4432032.0
ladakh,2023,Q2,Others,TOTAL,3642,2921832.0
lakshadweep,2018,Q1,Peer-to-peer payments,TOTAL,423,1860278.2784597145
lakshadweep,2018,Q1,Recharge & bill payments,TOTAL,342,61432.04938505074
lakshadweep,2018,Q1,Merchant payments,TOTAL,5,590.7505138175776
lakshadweep,2018,Q1,Others,TOTAL,8,6310.102519157715
lakshadweep,2018,Q2,Peer-to-peer payments,TOTAL,1315,5757123.079919379
lakshadweep,2018,Q2,Recharge & bill payments,TOTAL,750,353202.7988510042
lakshadweep,2018,Q2,Merchant payments,TOTAL,42,64568.47789279556
lakshadweep,2018,Q2,Financial Services,TOTAL,6,9134.413223158994
lakshadweep,2018,Q2,Others,TOTAL,19,3780.7695141997474
lakshadweep,2018,Q3,Peer-to-peer payments,TOTAL,841,3926048.74488305
lakshadweep,2018,Q3,Recharge & bill payments,TOTAL,760,300978.32420203416
lakshadweep,2018,Q3,Merchant payments,TOTAL,87,94046.43333034206
lakshadweep,2018,Q3,Others,TOTAL,15,17958.809570422687
lakshadweep,2018,Q4,Recharge & bill payments,TOTAL,792,351201.0879000404
lakshadweep,2018,Q4,Peer-to-peer payments,TOTAL,689,3841230.430870924
lakshadweep,2018,Q4,Merchant payments,TOTAL,144,262079.85573632165
lakshadweep,2018,Q4,Financial Services,TOTAL,6,389.8932323919954
lakshadweep,2018,Q4,Others,TOTAL,11,8312.430483153179
lakshadweep,2019,Q1,Peer-to-peer payments,TOTAL,1183,8221402.368536929
lakshadweep,2019,Q1,Recharge & bill payments,TOTAL,1173,353870.52398354514
lakshadweep,2019,Q1,Merchant payments,TOTAL,113,183062.1455975621
lakshadweep,2019,Q1,Others,TOTAL,12,27795.441220958
lakshadweep,2019,Q2,Recharge & bill payments,TOTAL,1448,436735.1684614296
lakshadweep,2019,Q2,Peer-to-peer payments,TOTAL,1318,8602732.117788196
lakshadweep,2019,Q2,Merchant payments,TOTAL,137,190716.5411561734
lakshadweep,2019,Q2,Others,TOTAL,23,12340.30958308919
lakshadweep,2019,Q3,Recharge & bill payments,TOTAL,1528,503049.2411913635
lakshadweep,2019,Q3,Peer-to-peer payments,TOTAL,1455,8923273.862948446
lakshadweep,2019,Q3,Merchant payments,TOTAL,111,215159.68119447332
lakshadweep,2019,Q3,Others,TOTAL,10,10278.678434187355
lakshadweep,2019,Q4,Recharge & bill payments,TOTAL,1801,618155.9004644766
lakshadweep,2019,Q4,Peer-to-peer payments,TOTAL,1753,10383413.246670496
lakshadweep,2019,Q4,Merchant payments,TOTAL,188,211413.62244321496
lakshadweep,2019,Q4,Financial Services,TOTAL,2,34.39721181625656
lakshadweep,2019,Q4,Others,TOTAL,21,56896.23813384895
lakshadweep,2020,Q1,Recharge & bill payments,TOTAL,2684,789255.2646123999
lakshadweep,2020,Q1,Peer-to-peer payments,TOTAL,2068,12463327.261836832
lakshadweep,2020,Q1,Merchant payments,TOTAL,387,216594.03077193064
lakshadweep,2020,Q1,Others,TOTAL,12,33192.017283045374
lakshadweep,2020,Q2,Recharge & bill payments,TOTAL,4497,1061694.138574572
lakshadweep,2020,Q2,Peer-to-peer payments,TOTAL,2176,14718605.188911092
lakshadweep,2020,Q2,Merchant payments,TOTAL,472,971609.4583537824
lakshadweep,2020,Q2,Financial Services,TOTAL,60,158593.59701229632
lakshadweep,2020,Q2,Others,TOTAL,15,32419.70309265505
lakshadweep,2020,Q3,Recharge & bill payments,TOTAL,4696,1186947.553816269
lakshadweep,2020,Q3,Peer-to-peer payments,TOTAL,2946,19189391.618742835
lakshadweep,2020,Q3,Merchant payments,TOTAL,903,842981.169451366
lakshadweep,2020,Q3,Financial Services,TOTAL,27,45457.50970027798
lakshadweep,2020,Q3,Others,TOTAL,17,42055.45694608544
lakshadweep,2020,Q4,Recharge & bill payments,TOTAL,5187,1499298.1127799237
lakshadweep,2020,Q4,Peer-to-peer payments,TOTAL,4741,27284123.245665
lakshadweep,2020,Q4,Merchant payments,TOTAL,1668,1227101.6378793938
lakshadweep,2020,Q4,Financial Services,TOTAL,22,13968.7539965527
lakshadweep,2020,Q4,Others,TOTAL,32,86826.16675951776
lakshadweep,2021,Q1,Peer-to-peer payments,TOTAL,3942,24823715.017422147
lakshadweep,2021,Q1,Recharge & bill payments,TOTAL,3541,1070209.4218526704
lakshadweep,2021,Q1,Merchant payments,TOTAL,1537,1040213.7953898906
lakshadweep,2021,Q1,Financial Services,TOTAL,19,15929.095105497145
lakshadweep,2021,Q1,Others,TOTAL,46,92715.5843109472
lakshadweep,2021,Q2,Recharge & bill payments,TOTAL,5499,1745295.828077295
lakshadweep,2021,Q2,Peer-to-peer payments,TOTAL,4069,23996417.49366483
lakshadweep,2021,Q2,Merchant payments,TOTAL,1743,1525331.91465294
lakshadweep,2021,Q2,Financial Services,TOTAL,29,15052.01849600818
lakshadweep,2021,Q2,Others,TOTAL,44,101366.40306045808
lakshadweep,2021,Q3,Peer-to-peer payments,TOTAL,5687,34142107.520169854
lakshadweep,2021,Q3,Recharge & bill payments,TOTAL,5153,1700287.4734963956
lakshadweep,2021,Q3,Merchant payments,TOTAL,2450,2750367.063028222
lakshadweep,2021,Q3,Financial Services,TOTAL,48,137227.35390598277
lakshadweep,2021,Q3,Others,TOTAL,32,73174.28816768769
lakshadweep,2021,Q4,Peer-to-peer payments,TOTAL,7154,44696668.86120765
lakshadweep,2021,Q4,Recharge & bill payments,TOTAL,5355,2093901.291802684
lakshadweep,2021,Q4,Merchant payments,TOTAL,2872,4071239.087436496
lakshadweep,2021,Q4,Financial Services,TOTAL,27,19994.54194636028
lakshadweep,2021,Q4,Others,TOTAL,62,116381.74598782149
lakshadweep,2022,Q1,Peer-to-peer payments,TOTAL,7913,48590864.56835763
lakshadweep,2022,Q1,Recharge & bill payments,TOTAL,5334,2322580.1695599537
lakshadweep,2022,Q1,Merchant payments,TOTAL,3048,3838358.358629393
lakshadweep,2022,Q1,Financial Services,TOTAL,39,38274.22628876488
lakshadweep,2022,Q1,Others,TOTAL,63,149355.3310943247
lakshadweep,2022,Q2,Peer-to-peer payments,TOTAL,8491,48451728.04746901
lakshadweep,2022,Q2,Recharge & bill payments,TOTAL,5366,2386144.714677198
lakshadweep,2022,Q2,Merchant payments,TOTAL,3602,4895657.060086848
lakshadweep,2022,Q2,Financial Services,TOTAL,59,87127.8249489804
lakshadweep,2022,Q2,Others,TOTAL,51,108944.34272364664
lakshadweep,2022,Q3,Peer-to-peer payments,TOTAL,7533,40029003.82575238
lakshadweep,2022,Q3,Recharge & bill payments,TOTAL,4441,1936538.3067545425
lakshadweep,2022,Q3,Merchant payments,TOTAL,3142,5469200.646094429
lakshadweep,2022,Q3,Financial Services,TOTAL,64,63629.88416689246
lakshadweep,2022,Q3,Others,TOTAL,61,81636.9547320153
lakshadweep,2022,Q4,Peer-to-peer payments,TOTAL,8686,47450386.0033243
lakshadweep,2022,Q4,Recharge & bill payments,TOTAL,4557,2024739.154202395
lakshadweep,2022,Q4,Merchant payments,TOTAL,3819,5250991.002376802
lakshadweep,2022,Q4,Financial Services,TOTAL,35,26453.0247779254
lakshadweep,2022,Q4,Others,TOTAL,50,61304.43025482374
lakshadweep,2023,Q1,Peer-to-peer payments,TOTAL,14918,73202195.0
lakshadweep,2023,Q1,Recharge & bill payments,TOTAL,8287,3929048.0
lakshadweep,2023,Q1,Merchant payments,TOTAL,6123,7988014.0
lakshadweep,2023,Q1,Financial Services,TOTAL,153,160430.0
lakshadweep,2023,Q1,Others,TOTAL,39,42274.0
lakshadweep,2023,Q2,Peer-to-peer payments,TOTAL,16924,80630344.0
lakshadweep,2023,Q2,Merchant payments,TOTAL,9524,12585603.0
lakshadweep,2023,Q2,Recharge & bill payments,TOTAL,8287,4632264.0
lakshadweep,2023,Q2,Financial Services,TOTAL,105,52460.0
lakshadweep,2023,Q2,Others,TOTAL,78,86767.0
madhya-pradesh,2018,Q1,Recharge & bill payments,TOTAL,4404190,667057311.4560372
madhya-pradesh,2018,Q1,Peer-to-peer payments,TOTAL,2848290,7590790588.551903
madhya-pradesh,2018,Q1,Financial Services,TOTAL,230519,43374288.98373023
madhya-pradesh,2018,Q1,Merchant payments,TOTAL,196394,170119673.71275404
madhya-pradesh,2018,Q1,Others,TOTAL,346002,210261540.7414958
madhya-pradesh,2018,Q2,Recharge & bill payments,TOTAL,5324535,1132090445.8903365
madhya-pradesh,2018,Q2,Peer-to-peer payments,TOTAL,4269392,14155603482.492638
madhya-pradesh,2018,Q2,Merchant payments,TOTAL,397135,339308203.1707404
madhya-pradesh,2018,Q2,Financial Services,TOTAL,305553,53860331.80574276
madhya-pradesh,2018,Q2,Others,TOTAL,264797,243218603.31985623
madhya-pradesh,2018,Q3,Peer-to-peer payments,TOTAL,9988509,22057686208.544346
